2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
AWC,AWC,AXA,TCL,IAG,IAG,WOR,AWC,GPT,ASX,AZJ,IAG,ASX,IAG,AGL,WOR,AZJ,ILU,WOR,ASX,GPT,FMG,IPL,ASX,MGR,MGR,MGR,LLC,LLC,GPT,SHL,FMG,MGR,MGR,WSA,TOX,A2B,A2B,AAC,SKE,A2B,AAC,PBG,GUD,PIR,PBG,AMM1,TGR,PBG,BTT,BGA,PDN,CDD,EVN,CCP,API,SXL,SXL,SXL,PBG,SPK,NWS,GWA,SPK,CGC,SPK,SPK,GTY,GMA,BRG,MMS,GWA,RSG,MYO,IPH,MYO,NEC,MTR3,CCP,IPH,GMA,ALG,SIG,SIG,IPH,CCP,FBU,TME,MYX,APO,TME,SYR,SXL,CCP,VVR,GOZ,GUD,PTM,BGA,GUD,CLW,OML,SSM,SSM,CGC,SKC,NEA,SKC,PRN,INA,ELD,GWA,SUL,BIN,ASB,CKF,JHG,BGA,NWS,MND,AIA,PTM,MSB,HUB,CIM,AIA,PTM,CIM,PNV,CGC,SLR,NAN,AIA
CCL,CCL,CCL,IPL,FMG,WRT,AZJ,AZJ,AZJ,IPL,IPL,ILU,AZJ,FMG,AZJ,ASX,AGL,GPT,ASX,AZJ,ASX,SHL,ASX,FMG,IPL,LLC,LLC,FMG,GPT,MGR,MGR,MGR,GPT,GPT,EVN,SEA,GUD,SKE,GUD,PDN,TOX,WPP,BRS,MMS,PBG,GDI,GDI,GUD,GUD,VAH,GWA,ARI,ARI,KAR,BGA,SXL,GWA,IPH,IPH,BRG,FPH,CVO,GXL,CGC,GUD,CGC,ALU,SAI,ISD,ABP,GWA,RFG,CCP,BGA,ALU,ALG,API,SPK,GMA,SWM,SPK,MYO,SDA,GMA,ECX,ECX,TME,GWA,APO,GEM,GWA,APX,ABP,SWM,GOZ,BIN,SKC,GUD,VVR,CCP,GUD,SFR,RSG,ASL,SFR,GOR,SKC,CKF,RSG,CGC,NWH,TGR,INA,RSG,URW,CUV,ING,ASB,UMG,UMG,MND,RMS,BKL,SLR,RMS,JHG,SLR,ING,NWS,CDA,BKL,BKL,SLR
IPL,ASX,TCL,IAG,WRT,FMG,IPL,AGL,IPL,AZJ,FMG,AGL,IAG,AZJ,CCL,AZJ,FMG,FMG,GMG,FMG,WOR,ASX,FMG,AZJ,GPT,ASX,ASX,MGR,MGR,ASX,ASX,GPT,FMG,FMG,CCP,GUD,AAC,AAC,AQA,TOX,SKE,AMM1,MMS,CVO,AGO,SKE,BTT,PBG,PDN,BKN,VAH,MYX,CTD,GWA,OFX,AAC,BGA,GWA,GWA,TGR,CGC,SKT,ALU,BRG,ISD,SAI,NEC,NEC,SWM,SFR,ABP,RSG,MND,ABP,SKC,RSG,CCP,APO,MYO,SPK,RSG,APO,APO,AHG,MYX,TME,ECX,FBU,ASL,SXL,AOG,BAL,GXY,GOZ,SIQ,OML,VVR,VVR,CCP,BGA,MMS,GWA,ASL,OML,ING,SFR,BIN,BKL,BKL,ING,SPK,GOZ,GOZ,AVH,CIP,ABP,PME,ABC,WGX,WHC,PTM,MSB,AIA,PRU,NWL,CKF,NUF,NWL,CGC,RRL,GNC,NWS,EVT
AXA,AXA,IPL,WRT,AMC,FGL,CCL,CCL,IAG,FMG,IAG,CCL,ILU,CCL,IAG,SGP,ILU,AZJ,AZJ,GMG,AZJ,AZJ,AZJ,GMG,ASX,FMG,FMG,ASX,ASX,CCL,GPT,ORI,ORI,ORI,ACR,AAC,TOX,TOX,EVN,GUD,AQA,SEA,A2B,SKE,TGR,BTT,AQP,BTT,VOC,VRL,TGR,KAR,PDN,SYR,VRL,TGR,ASB,AAC,MND,SKT,TGR,CGC,FXL,ISD,BRS,GMA,ISD,MND,BRG,SVW,ACX,SAR,BRG,BRG,GMA,GWA,IFN,GXY,SPK,APO,APO,SDA,SXL,APO,VVR,MYX,GWA,CCP,SIG,ALG,SYR,GEM,BAL,ABP,BVS,SIQ,SPK,GXY,MYX,NHC,MYX,MMS,BIN,BIN,BIN,CKF,BVS,CGC,SKC,PRN,GUD,GNC,APE,CTD,CCP,PME,MND,RSG,ING,BGA,ABC,ING,NWL,ABC,SBM,CGC,JHG,NAN,GNC,BKL,CKF,RRL,NUF
ASX,AGL,IAG,FMG,SGP,SGP,AGL,IPL,CCL,GPT,AGL,TCL,CCL,AGL,FMG,AGL,CCL,IAG,FMG,SGP,GMG,WOR,GMG,SGP,FMG,AZJ,AZJ,AZJ,AZJ,AZJ,CCL,ASX,ASX,ASX,PDN,AMM1,SEA,AQA,NST,LYC,BTT,SKE,WPP,MGX,BTT,TGR,DLS,RRL,CDD,VOC,CDD,CDD,GDI,BGA,CDD,VRL,AAC,BRS,VRT,FPH,NWS,GXL,SKT,FXL,SKT,BRG,RFG,AAC,SVW,GWA,A2M,BGA,NAN,MMS,CCP,NAN,MYO,GMA,SKC,MYO,AHG,AHG,GMA,DHG,SRX,ALG,ALG,ECX,GEM,TNE,VVR,CCP,AOG,ING,CCP,ABP,CCP,SIQ,ING,MYX,SXL,SXL,GWA,MMS,ELD,JIN,GOR,RSG,ING,GUD,PRN,RSG,EML,ABP,MND,WEB,UMG,JHG,BGA,URW,AUB,MND,ABC,CIM,UMG,GOR,CIM,RMS,NUF,NWS,NUF,ABP,360
TCL,TCL,WRT,AMC,ORI,AMC,TCL,TCL,TCL,IAG,ILU,WRT,AGL,TCL,ILU,IAG,SGP,AGL,SGP,IAG,SGP,GMG,CCL,AGL,AZJ,SGP,GMG,SGP,ORI,AGL,NCM,CCL,CCL,CCL,AQA,AQP,AMM1,AMM1,SEA,RFG,GUD,GUD,GDI,WPP,MGX,ROC1,TGR,CDD,JHC,CCP,GDI,GDI,EVN,A2B,KAR,OFX,CCP,ALU,GXL,RFG,AHY,BRS,GUD,SKT,API,ALU,BRG,BRG,CCP,ISD,BGA,SKC,MMS,SPK,GWA,MTR3,NAN,IFN,AHG,CCP,ORE,GMA,NAN,SRX,ALG,VVR,AHG,SIG,ALG,SIG,SXL,ORE,NAN,NAN,SPK,CCP,CLW,BIN,SDA,BAL,GWA,SDA,NWH,SXL,SXL,NEA,JIN,ING,NEA,SKC,CKF,CTD,RSG,CCP,CKF,GUD,ABP,BIN,ABC,NWH,BKL,AIA,KGN,BKL,JHG,SBM,RMS,NUF,EML,GNC,ING,CGC,RRL
AGL,IPL,FMG,SGP,BXB,ORI,ILU,IAG,ILU,AGL,TCL,MQG,WRT,WRT,WRT,CCL,IAG,CCL,IAG,CCL,CCL,SGP,SGP,CCL,GMG,GMG,TCL,GMG,SGP,SGP,ORI,SGP,GMG,GMG,ASL,RCR1,PDN,RCR1,TOX,AGI,AMM1,PIR,MGX,GDI,RFG,RCR1,ROC1,GDI,VRL,PBG,MYX,TGR,CCP,OFX,TGR,KAR,AWE,MND,WSA,VRL,SKT,MIN,BRS,REG,JHC,JHC,SKT,RFG,SAI,A2M,SPK,MND,SWM,MND,NAN,SAR,SKC,RSG,SDA,SKC,SDA,SRX,SRX,SXL,AHG,SXL,VVR,ASL,WSA,CCP,ING,AOG,VVR,SXL,SXL,SPK,BIN,BVS,MMS,OML,SDA,AOG,SXL,GWA,BKL,BVS,ING,PME,CGC,ELD,GWA,EML,GNC,GUD,BKL,BGA,GUD,WGX,CKF,ABC,GOR,DHG,NEA,ING,GUD,ING,NIC,SLR,ABP,EML,DHG,EML,CKF
WRT,WRT,AMC,ORI,SUN,BXB,IAG,WRT,AGL,CCL,CCL,SGP,TCL,ILU,TCL,FMG,TCL,TCL,TCL,TCL,TCL,CCL,AGL,TCL,CCL,CCL,SGP,CCL,AGL,ORI,SGP,AGL,SGP,SGP,MXG,PDN,BRS,BRU,BRS,AMM1,SEA,BTT,SKE,BTT,AAC,SYR,VAH,AMM1,BTT,KAR,CCP,CCP,AMM1,GXL,SYR,GWA,RRL,GDI,SYR,LNG,MIN,VRL,NWS,ALU,ALU,API,HT1,CGC,CGC,SPK,SKC,SPK,SAR,NAN,ALG,CCP,MTR3,CNU,CNU,CNU,SKC,SPK,AHG,GWA,SXL,AHG,SXL,ALG,VVR,VVR,SIG,GWA,ING,VVR,ASL,ORE,SIQ,NAN,GWA,SDA,BAL,GUD,OML,BGA,GWA,BGA,GUD,GOR,GUD,GWA,RSG,COE,GUD,SPK,ABP,GOZ,GOZ,CUV,BIN,ING,ING,AUB,SPK,NWL,CUV,NWL,CGC,ABC,NWL,NWL,CGC,RMS,BKL
IAG,IAG,SGP,BXB,FGL,SUN,WRT,SGP,SGP,SGP,WRT,AMC,SGP,SGP,SGP,TCL,WRT,SGP,CCL,MQG,AGL,TCL,TCL,WRT,SGP,TCL,CCL,TCL,CCL,GMG,AGL,GMG,AGL,AGL,AOG,MXG,AQA,WSA,RCR1,EVN,RSG,RFG,BTT,TGR,GDI,VAH,CCP,VOC,MRM,JHC,VOC,VOC,SFR,VRL,GDI,ASB,GXL,HT1,ALU,ALU,VRL,RFG,BPT,RFG,RFG,RFG,CGC,API,SKT,CGC,ORE,NXT,SRX,MTR3,MTR3,GXY,RSG,NAN,RSG,SDA,SWM,GWA,SPK,ALG,APO,GMA,WSA,VVR,CCP,ECX,ALG,VVR,DHG,BAL,SWM,VVR,BVS,SPK,SXL,RSG,PLS,NHC,MMS,COE,SPK,ING,SFR,GUD,COE,RSG,SKC,SSM,WEB,GOZ,GUD,URW,GNC,BKL,EML,SPK,MSB,SPK,GUD,GNC,CKF,ABC,CUV,APX,NIC,DHG,NWS,GOR,ABP
FMG,FMG,ORI,SUN,MQG,MQG,FMG,ILU,FMG,WRT,SGP,ORI,MQG,AMC,AMC,ILU,AMC,WRT,AGL,AGL,WRT,AGL,WRT,ORI,TCL,AGL,AGL,AGL,GMG,WRT,GMG,WRT,WRT,WRT,FGE,AQA,CCP,CCP,PIR,RSG,EVN,RSG,VAH,RFG,VAH,WTF,WTF,VAH,VAH,GDI,PBG,VRL,VOC,AAC,AAC,GDI,GDI,CDD,BRS,WHC,PRG,GUD,TGR,GXL,REG,GXL,WHC,HT1,NEC,GMA,IFN,GXY,API,SKC,SPK,SWM,SPK,MYR,API,RSG,NAN,SKC,ACX,WSA,DHG,WSA,APO,AHG,SXL,IPH,GEM,SXL,SDA,GWA,GEM,NAN,GWA,CLW,CLW,GWA,AOG,COE,NHC,NWH,COE,GWA,SSM,SPK,SFR,SPK,BGA,SUL,GWA,NEA,AVH,NEA,NWH,GUD,GOZ,BIN,SPK,BKL,MND,RMS,DHG,CUV,ABC,ABP,CKF,CKF,ABP,ING,CGC
AMC,AMC,BXB,FGL,STO,STO,SGP,FMG,WRT,TCL,MQG,BXB,AMC,MQG,MQG,WRT,ORI,ORI,WRT,WRT,IAG,WRT,ORI,AMC,AGL,ORI,WRT,WRT,TCL,TCL,AZJ,AZJ,AZJ,AZJ,BRU,ACR,ACR,BRS,AMM1,BRS,RFG,MXG,TGR,TEN,WPP,WPP,WPP,SFR,GDI,EVN,VRL,PBG,DLS,ARI,ALU,GXL,HT1,WSA,CDD,VRT,SHV,BRG,SVW,GWA,FXL,REG,AAC,SKT,FXL,NEC,ISD,MMS,SKC,GWA,NEC,SKC,SAR,SWM,SWM,IFN,IFN,NAN,GWA,SPK,GMA,GWA,DHG,APO,ECX,SWM,TNE,IPH,ORE,GXY,NAN,BVS,ECX,GWA,AOG,MMS,OML,SIQ,GUD,SIQ,NWH,BIN,SLR,GWA,SSM,PME,BKL,SIQ,TGR,SIQ,BGA,BKL,BIN,EML,GEM,DHG,ABP,URW,DHG,MSB,ING,UMG,ABP,SBM,DHG,SLK,CIM,CUV,NWS
SGP,SGP,SUN,MQG,AMP,AMP,AMC,AMC,AMC,MQG,AMC,FGL,ORI,ORI,ORI,AMC,MQG,AMC,AMC,AMC,ORI,IAG,IAG,IAG,WRT,WRT,ORI,ORI,WRT,NCM,WRT,NCM,TCL,TCL,DCG,NXT,BRU,MXG,RSG,AQA,PDN,BCI,AAC,AAC,ROC1,CCP,MXG,SKE,SFR,CDD,NXT,RRL,VRL,TFC,GWA,ALU,SYR,CCP,TFC,AAC,RFG,GWA,RFG,GUD,GWA,GWA,JHC,REG,VRT,SWM,CGC,WSA,WSA,NXT,API,API,AHY,ORE,MYR,API,GXY,IFN,SKC,ACX,GWA,APO,SKC,RSG,AHG,WSA,WSA,ING,GWA,DHG,GWA,ECX,ELD,OML,ASL,SXL,ASL,RSG,COE,ELD,AOG,SSM,SPK,SFR,CKF,SSM,SIQ,NWL,CKF,CKF,GOZ,PRN,CUV,GOZ,DHG,GOZ,WGX,GUD,SFR,CUV,MND,DHG,CKF,UMG,ABC,ABP,RMS,DHG,GOR
ORI,ORI,AMP,STO,ORG,ORG,ORI,ORI,ORI,AMC,ORI,SUN,BXB,SUN,SUN,MQG,SUN,MQG,MQG,ORI,MQG,ORI,AMC,STO,ORI,AMC,AMC,AMC,STO,IAG,TCL,TCL,NCM,NCM,HZN,CCP,RSG,NXT,NXT,PIR,TGR,HZN,GUD,AGI,WTF,AMM1,AGI,CCP,CCP,SFR,SFR,NXT,TGR,CCP,GXL,SYR,ALU,VRT,HT1,BPT,GXL,ALU,GOZ,NWS,IPH,AAC,REG,EHE,NSR,API,API,API,NEC,IFN,IFN,AHY,GXY,AAC,AAC,GXY,WSA,SWM,WSA,SKC,WSA,DHG,RSG,DHG,SKC,ASL,SWM,ALG,ALG,ORE,ELD,SXL,NAN,BAL,SPK,ASL,TGR,TGR,TGR,TGR,BGA,SXL,AOG,GEM,GWA,BGA,PME,CKF,SFR,GWA,GNC,GNC,ABC,OBL,NWH,GOR,BIN,UMG,GOR,JHG,ABP,URW,DHG,URW,URW,CIM,APX,GOZ,GUD
BXB,BXB,FGL,AMP,CSL,CSL,FGL,SUN,MQG,ORI,BXB,AMP,SUN,BXB,BXB,ORI,BXB,BXB,ORI,BXB,AMC,AMC,MQG,MQG,IAG,IAG,IAG,IAG,AMC,AMC,IAG,IAG,IAG,IAG,PIR,RSG,MXG,RSG,CCP,MML,HZN,TGR,BDR,VAH,RCR1,TEN,RCR1,TEN,UGL,TOX,SYR,SFR,PBG,ALU,ASB,NXT,CDD,NXT,NXT,GOZ,VRT,VRT,HT1,IPH,GXL,IPH,API,NSR,API,ORE,SWM,SKT,SVW,API,RFG,IFN,SWM,AHG,ORE,MYR,AHY,RSG,SWM,EHE,SKC,SKC,GMA,WSA,DHG,RSG,CCP,SWM,SYR,ASL,GXY,GWA,RSG,SXL,ORE,AOG,NHC,SPK,PLS,AOG,GUD,COE,CGC,TGR,MMS,MMS,TGR,FLT,NWH,TGR,BIN,MND,BVS,MND,PTM,OBL,UMG,ABP,ABP,CKF,ABC,ABP,UMG,PTM,RMS,PNV,GOR,CMW,DHG
STO,FGL,STO,ORG,QBE,QBE,BXB,MQG,FGL,BXB,FGL,STO,AMP,AMP,AMP,BXB,AMP,SUN,BXB,STO,BXB,MQG,STO,BXB,AMC,STO,MQG,MQG,IAG,STO,STO,AMC,AMC,AMC,MML,HZN,NXT,AQP,MXG,MXG,PIR,CCP,RFG,WTF,CCP,CWP,CWP,WPP,MXG,MXG,EVN,EVN,RRL,GDI,VRT,CDD,NXT,TFC,GDI,SVW,GWA,GOZ,VRT,BRS,NWS,SKT,EHE,WSA,AAC,SKT,MND,SWM,SPK,NEC,TGR,SPK,RFG,SRX,NAN,HT1,OML,OML,RSG,NSR,SPK,RSG,SPK,SKC,RSG,DHG,NAN,NAN,SPK,SPK,CNU,ELD,OML,PGH,OML,TGR,HUB,DHG,SIQ,BAL,DHG,AOG,COE,SSM,BGA,COE,CUV,SFR,SSM,PRN,NEA,SFR,GEM,NEA,NEA,ABP,NEA,GOR,CKF,URW,GNC,SKC,SBM,EML,GOZ,GOZ,GOZ,CIM,ING
AMP,SUN,MQG,QBE,URW,URW,SUN,FGL,BXB,STO,SUN,QBE,STO,QBE,QBE,SUN,STO,AMP,STO,SUN,STO,STO,BXB,ORG,STO,MQG,STO,STO,MQG,MQG,AMC,ORG,MQG,MQG,AQP,BRU,AQP,HZN,MML,TGR,MXG,RCR1,TOX,TOX,TEN,MGX,TEN,MXG,TEN,AGI,BKN,DLS,BKN,DLS,TFC,VRT,KAR,SYR,TOX,GXL,GOZ,CCP,NSR,HT1,VRT,TGR,IPH,VRT,GTY,WSA,SKT,IFN,ACX,SVW,AHY,RFG,SYR,API,IFN,RFG,RFG,MYR,OML,NAN,RSG,NAN,NAN,SXL,OML,OML,IPH,RSG,PGH,ALG,ECX,CLW,SXL,RSG,SIQ,SPK,RSG,BIN,AOG,GUD,NHC,SPK,NWH,JIN,SPK,SFR,COE,NWH,SKC,NWH,SFR,BIN,URW,ABP,WHC,CKF,GUD,ABC,RMS,UMG,SKC,GNC,GOZ,GNC,APX,ABC,PTM,TYR,APX
FGL,AMP,ORG,CSL,WPL,WPL,MQG,BXB,STO,FGL,STO,ORG,QBE,STO,STO,AMP,ORG,STO,SUN,AMP,SUN,BXB,SUN,SUN,MQG,BXB,ORG,BXB,NCM,BXB,AMP,STO,BXB,BXB,NWH,WSA,WSA,PIR,HZN,SEA,CCP,PDN,AGI,AMM1,PDN,PDN,SYR,UGL,WPP,SYR,TOX,MXG,NXT,TGR,NXT,RRL,VRT,KAR,AGI,GWA,ALU,PRG,CVO,GOZ,GOZ,VRT,VRT,JHC,HT1,AHY,GTY,ACX,HT1,SKT,SWM,TGR,FXL,TGR,HT1,NAN,NSR,AHY,IFN,MYR,NAN,SPK,OML,SPK,SPK,SPK,RSG,SPK,RSG,SDA,ALG,SWM,SDA,SDA,ALG,HUB,SIQ,ASL,DHG,NHC,TGR,GUD,TGR,SLR,PME,CKF,MMS,APE,SIQ,SSM,PRN,ABC,PRN,PTM,ABP,GEM,DHG,NEA,URW,ABP,WHC,EML,URW,CKF,UMG,SLR,PNV,CDA,GOZ
SUN,STO,QBE,URW,TLS,NCM,STO,STO,SUN,SUN,AMP,CSL,ORG,ORG,ORG,STO,QBE,QBE,AMP,ORG,AMP,SUN,ORG,QBE,BXB,SUN,BXB,ORG,ORG,ORG,MQG,AMP,AMP,AMP,SLR,EVN,DCG,ACR,AQP,RCR1,RCR1,EVN,TEN,RSG,AMM1,AGO,NXT,PDN,NXT,NXT,MXG,TOX,TOX,VOC,TOX,TOX,TFC,VAH,KAR,WSA,SVW,AAC,OFX,TGR,TGR,NWS,GWA,ISD,AHY,VRT,AAC,NEC,SKT,TGR,FXL,HT1,TGR,RFG,NSR,AAC,CNU,CLW,MYR,RSG,CLW,OML,IPH,OML,CLW,SKC,DHG,WSA,GEM,ECX,SDA,ALG,PGH,ECX,TGR,ORE,PNI,MYX,SPK,SPK,OML,NWH,GWA,ELD,SIQ,TGR,SSM,MMS,COE,NWL,NWH,SIQ,SFR,WHC,RSG,GNC,URW,CKF,UMG,SKC,GOR,GUD,EML,CUV,SLR,CMW,CDA,UMG,RMS
MQG,MQG,CSL,WPL,NCM,TLS,AMP,AMP,AMP,AMP,CSL,URW,CSL,CSL,CSL,ORG,CSL,ORG,ORG,QBE,ORG,ORG,AMP,AMP,ORG,ORG,SUN,SUN,BXB,AMP,ORG,MQG,STO,STO,EWC,ROC1,MML,NST,BRU,CCP,LYC,ROC1,RSG,HZN,AGI,AGI,TOX,DLS,EVN,TEN,TEN,SYR,SXY,CDD,A2B,TFC,IPH,TOX,CCP,NSR,BPT,NSR,MND,MSB,HT1,OFX,GXL,SVW,MND,MND,FXL,FXL,BGA,FXL,HT1,FXL,AAC,ACX,AHY,NSR,MYR,WSA,EHE,OML,OML,AHY,EHE,NAN,IPH,CLW,ECX,DHG,ASL,AOG,AOG,ASL,ALG,ORE,BIN,SIQ,SPK,HUB,SDA,MYX,SIG,TGR,ELD,AOG,ELD,SIQ,GEM,SKC,NWL,SFR,SIQ,NWH,DHG,DHG,CUV,GUD,OBL,WGX,SKC,GUD,BKL,GOZ,GNC,GOR,PTM,UMG,GUD,GUD,CMW
ORG,ORG,URW,TLS,WOW,WOW,ORG,ORG,QBE,QBE,ORG,WPL,URW,URW,URW,QBE,NCM,NCM,QBE,NCM,QBE,AMP,QBE,NCM,QBE,QBE,QBE,AMP,AMP,SUN,BXB,BXB,ORG,ORG,ROC1,MML,NWH,TRS,ACR,NXT,MML,NXT,AMM1,ROC1,RSG,MXG,HZN,CWP,TOX,UGL,DLS,AGI,MXG,PDN,ARI,PBG,AGI,AGI,PDN,CCP,ASB,HT1,VRL,VRT,MND,GOZ,TGR,IPH,REG,NSR,GXY,AHY,IFN,AHY,GXL,GXL,ACX,GTY,RFG,ORE,AAC,CNU,CLW,AHY,CNU,CLW,CLW,CLW,NSR,NAN,SPK,ECX,GMA,GEM,EHL,PGH,ORE,ELD,BAL,GXY,ORE,BAL,BAL,DHG,HUB,ELD,WSA,COE,GEM,GEM,DHG,WSA,PRN,GEM,CTD,TGR,BKL,SKC,ASB,WGX,CKF,OBL,CUV,GOZ,URW,BKL,BKL,DHG,GOR,RBL,CMW,APX,EML
QBE,QBE,WPL,NCM,RIO,RIO,CSL,CSL,ORG,ORG,QBE,NCM,WPL,WPL,WPL,CSL,URW,CSL,NCM,WPL,NCM,QBE,NCM,WPL,SUN,AMP,AMP,NCM,QBE,QBE,SUN,SUN,SUN,SUN,SLX,EWC,HZN,MML,DCG,HZN,NXT,MML,ROC1,RCR1,BDR,TOX,PDN,SEA,CWP,WPP,RCR1,BKN,SYR,ASB,DLS,A2B,TOX,A2B,BBG,HT1,AAC,MND,WSA,MND,SVW,FXL,OFX,CCP,WSA,FXL,AHY,GTY,FXL,HT1,GTY,AAC,REG,NSR,GXY,WSA,GTY,NSR,AHY,CLW,API,CNU,SWM,CNU,CNU,GMA,OML,GMA,CNU,CNU,CLW,AOG,TGR,TGR,RSG,PNI,BIN,ORE,MYX,HUB,WSA,WSA,BGA,BGA,OML,DHG,SFR,ORE,NEA,SKC,NWL,GWA,SIQ,NWH,MND,SKC,SKC,SKC,GNC,NXL,GOZ,MSB,GUD,GOZ,SBM,RMS,ABC,PTM,CUV
CSL,CSL,NCM,WOW,NAB,NAB,QBE,QBE,CSL,CSL,URW,RIO,NCM,NCM,NCM,URW,WPL,URW,WPL,URW,RIO,WPL,WPL,URW,AMP,NCM,NCM,QBE,SUN,WPL,QBE,QBE,QBE,QBE,SMX,SLX,ROC1,EVN,TRS,AQP,ROC1,TRS,HZN,BDR,MXG,VET,MGX,NXT,DLS,CWP,MRM,TEN,AGI,AMM1,PDN,AGI,A2B,AWE,VAH,MND,WSA,SVW,ASB,SVW,WSA,NSR,SVW,OFX,TGR,GOZ,GXL,HT1,AAC,WSA,ORE,REG,NSR,GOZ,GOZ,AHY,ACX,EHE,CNU,SWM,EHE,EHE,NSR,NSR,GMA,IFN,CLW,CLW,CLW,ELD,PGH,SDA,SIG,AOG,SIG,EHE,EHE,PNI,HUB,PLS,EHE,DHG,NWL,DHG,TGR,OML,PNI,WEB,MYX,DHG,GEM,DHG,WHC,GNC,OBL,ASB,GOZ,GEM,NWH,DHG,MSB,OBL,MSB,BKL,OBL,GOR,SLK,ABC,UMG
URW,URW,TLS,RIO,ANZ,ANZ,URW,URW,URW,URW,WPL,WOW,RIO,RIO,WES,WPL,RIO,WPL,CSL,CSL,URW,URW,URW,RIO,NCM,WPL,URW,URW,RIO,RIO,RIO,URW,URW,URW,NST,PIR,WTF,NWH,ROC1,TRS,TRS,LYC,RCR1,EVN,EVN,EVN,MYX,SYR,SKE,MRM,CWP,SXY,TEN,NXT,MXG,ARI,MXG,MXG,AWE,BRS,NSR,ASB,CCP,ASB,NSR,CCP,GOZ,GXL,OFX,AAC,NEC,NSR,REG,REG,NSR,NSR,ORE,AHY,TGR,GOZ,GOZ,AAC,TGR,GOZ,AHY,NSR,CNU,GMA,EHE,CNU,GMA,NSR,API,SYR,ORE,BAL,BAL,ALG,DHG,BIN,DHG,EHE,ELD,SIG,BAL,NWL,MYX,OML,DHG,ORE,OML,NHC,GEM,COE,DHG,CTD,TGR,BVS,SKC,PRN,GEM,SIQ,GEM,KGN,NEA,SPK,SKC,GUD,SPK,PTM,UMG,SKC,TYR
WPL,WPL,WOW,NAB,WBC,WBC,WPL,WPL,WPL,WPL,NCM,TLS,WES,WOW,RIO,NCM,WES,RIO,URW,RIO,WPL,NCM,CSL,CSL,WPL,URW,WPL,WPL,WPL,URW,WPL,WPL,WPL,WPL,MDL,SDL,EVN,ROC1,NWH,ROC1,WTF,WTF,CCP,BCI,TOX,HZN,EVN,SXY,SYR,DLS,SXY,CWP,UGL,TOX,RRL,MXG,VAH,BBG,MXG,KAR,MND,WSA,AAC,NSR,AAC,SHV,CCP,TGR,GOZ,GTY,WSA,AAC,AHY,NSR,REG,GTY,GTY,EHE,EHE,TGR,EHE,ACX,NSR,CNU,NSR,GOZ,GOZ,IPH,NAN,AHG,NSR,CNU,NSR,PGH,RSG,EHL,AOG,SIG,ELD,ELD,ELD,GXY,ORE,EHE,MYX,SLR,HUB,SXL,WSA,NWL,NWL,NEA,DHG,MMS,GWA,ORE,AVH,GEM,GNC,NEA,PRN,GOZ,OBL,NEA,RBL,WGX,GOR,MSB,SKC,SKC,NEA,MSB,KLS
